,Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total,City,Province
2647,3412,23,Female,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,3955.95,791.19,5,2023-10-08,Standard,"Accessory,Accessory",41.9,Ottawa,Ontario
2648,3412,23,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,2024-02-07,Express,,0.0,Ottawa,Ontario
2649,3412,23,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2024-02-17,Express,,0.0,Ottawa,Ontario
2650,3413,45,Male,No,Smartphone,SKU1001,5,Completed,Paypal,83.0,20.75,4,2024-01-24,Express,"Accessory,Accessory",87.72,Ottawa,Ontario
2651,3415,21,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,2783.76,463.96,6,2024-02-06,Express,"Extended Warranty,Extended Warranty",29.94,Montreal,Quebec
2652,3416,36,Male,Yes,Tablet,SKU1002,3,Cancelled,Paypal,1976.24,247.03,8,2024-04-10,Standard,,0.0,Calgary,Alberta
2653,3416,36,Male,Yes,Smartphone,SKU1001,5,Cancelled,Paypal,207.5,20.75,10,2024-06-12,Standard,,0.0,Calgary,Alberta
2654,3417,47,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,4175.64,463.96,9,2024-03-26,Express,,0.0,Ottawa,Ontario
2655,3417,47,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,2024-04-29,Overnight,"Impulse Item,Impulse Item",49.09,Ottawa,Ontario
2656,3418,77,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-07-13,Overnight,Accessory,20.48,Halifax,Nova Scotia
2657,3418,77,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,62.25,20.75,3,2024-07-18,Standard,"Accessory,Extended Warranty,Impulse Item",78.11,Halifax,Nova Scotia
2658,3418,77,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,2024-08-17,Standard,Accessory,32.87,Halifax,Nova Scotia
2659,3420,69,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Cash,5068.98,844.83,6,2024-09-22,Standard,"Impulse Item,Extended Warranty",59.25,Saskatoon,Saskatchewan
2660,3421,57,Male,No,Smartphone,SKU1004,2,Cancelled,Cash,4747.14,791.19,6,2023-12-18,Standard,Extended Warranty,13.78,Vancouver,British Columbia
2661,3421,57,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,844.83,844.83,1,2024-08-17,Standard,,0.0,Vancouver,British Columbia
2662,3422,34,Male,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,3955.95,791.19,5,2024-01-29,Overnight,"Accessory,Extended Warranty,Accessory",89.16,Calgary,Alberta
2663,3425,25,Female,No,Tablet,SKU1002,3,Cancelled,Cash,1729.21,247.03,7,2024-06-08,Standard,"Impulse Item,Accessory,Accessory",93.44,Vancouver,British Columbia
2664,3427,39,Male,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2023-10-13,Standard,,0.0,Ottawa,Ontario
2665,3427,39,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,1235.15,247.03,5,2024-01-25,Standard,,0.0,Ottawa,Ontario
2666,3427,39,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,2024-03-10,Standard,,0.0,Ottawa,Ontario
2667,3430,52,Female,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2023-12-04,Express,"Extended Warranty,Impulse Item,Accessory",72.54,Halifax,Nova Scotia
2668,3430,52,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,3955.95,791.19,5,2024-01-07,Overnight,,0.0,Halifax,Nova Scotia
2669,3432,25,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,8448.3,844.83,10,2024-06-11,Overnight,"Extended Warranty,Impulse Item,Accessory",67.15,Halifax,Nova Scotia
2670,3432,25,Female,Yes,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,2024-08-23,Express,"Impulse Item,Extended Warranty",52.83,Halifax,Nova Scotia
2671,3433,72,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-01-23,Overnight,"Accessory,Extended Warranty",80.78,Edmonton,Alberta
2672,3433,72,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-03-13,Overnight,,0.0,Edmonton,Alberta
2673,3434,39,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,186.75,20.75,9,2023-10-18,Standard,,0.0,Montreal,Quebec
2674,3435,34,Female,No,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,2023-12-07,Overnight,Impulse Item,18.81,Montreal,Quebec
2675,3440,38,Male,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-01-09,Express,Impulse Item,19.63,Montreal,Quebec
2676,3440,38,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,1689.66,844.83,2,2024-02-01,Overnight,"Accessory,Extended Warranty,Accessory",87.32,Montreal,Quebec
2677,3440,38,Male,No,Smartphone,SKU1001,5,Completed,Paypal,83.0,20.75,4,2024-08-27,Express,,0.0,Montreal,Quebec
2678,3442,80,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,2024-02-09,Standard,"Impulse Item,Extended Warranty,Accessory",74.64,Saskatoon,Saskatchewan
2679,3442,80,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2024-07-11,Express,"Accessory,Accessory,Extended Warranty",83.51,Saskatoon,Saskatchewan
2680,3442,80,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,2223.27,247.03,9,2024-09-16,Standard,"Impulse Item,Extended Warranty",55.26,Saskatoon,Saskatchewan
2681,3443,50,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2023-10-03,Overnight,Impulse Item,20.01,Regina,Saskatchewan
2682,3444,43,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,2024-01-23,Overnight,Impulse Item,41.31,Vancouver,British Columbia
2683,3444,43,Female,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,2024-08-27,Overnight,"Accessory,Accessory",27.29,Vancouver,British Columbia
2684,3445,18,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,1976.24,247.03,8,2023-12-31,Express,,0.0,Montreal,Quebec
2685,3445,18,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,2783.76,463.96,6,2024-09-05,Express,,0.0,Montreal,Quebec
2686,3446,64,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,2024-06-22,Express,"Accessory,Extended Warranty",55.27,Toronto,Ontario
2687,3447,19,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2024-05-03,Overnight,"Extended Warranty,Extended Warranty",51.93,Winnipeg,Manitoba
2688,3448,30,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,2024-02-18,Express,"Impulse Item,Impulse Item",41.08,Saskatoon,Saskatchewan
2689,3449,67,Female,No,Tablet,SKU1002,3,Completed,Paypal,1729.21,247.03,7,2023-11-26,Standard,"Extended Warranty,Accessory",47.24,Vancouver,British Columbia
2690,3449,67,Female,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-04-22,Standard,,0.0,Vancouver,British Columbia
2691,3449,67,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-08-17,Standard,"Accessory,Accessory,Accessory",53.33,Vancouver,British Columbia
2692,3453,29,Male,Yes,Smartphone,SKU1004,2,Cancelled,Credit Card,6329.52,791.19,8,2023-12-29,Standard,Accessory,35.43,Montreal,Quebec
2693,3453,29,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2024-01-02,Overnight,,0.0,Montreal,Quebec
2694,3453,29,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,2024-05-30,Standard,"Extended Warranty,Accessory,Accessory",63.7,Montreal,Quebec
2695,3453,29,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2024-06-17,Express,"Impulse Item,Accessory",66.61,Montreal,Quebec
2696,3454,37,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,166.0,20.75,8,2023-10-09,Standard,,0.0,Edmonton,Alberta
2697,3454,37,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,4175.64,463.96,9,2024-08-08,Express,"Impulse Item,Impulse Item",24.86,Edmonton,Alberta
2698,3455,53,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7120.71,791.19,9,2023-10-18,Overnight,"Accessory,Accessory,Accessory",83.63,Edmonton,Alberta
2699,3458,22,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,2023-10-12,Express,"Extended Warranty,Extended Warranty,Extended Warranty",96.74,Ottawa,Ontario
2700,3458,22,Male,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-06-07,Standard,"Impulse Item,Accessory,Extended Warranty",93.82,Ottawa,Ontario
2701,3459,75,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2024-01-18,Overnight,Extended Warranty,45.76,Halifax,Nova Scotia
2702,3460,48,Female,No,Smartphone,SKU1004,2,Completed,Paypal,1582.38,791.19,2,2024-01-31,Overnight,Accessory,49.61,Halifax,Nova Scotia
2703,3460,48,Female,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2024-05-20,Express,,0.0,Halifax,Nova Scotia
2704,3462,70,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-04-20,Standard,Extended Warranty,15.35,Winnipeg,Manitoba
2705,3464,32,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1235.15,247.03,5,2024-09-19,Express,"Accessory,Accessory",33.67,Ottawa,Ontario
2706,3466,51,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,2024-03-31,Express,,0.0,Montreal,Quebec
2707,3467,46,Male,No,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,2023-10-30,Standard,"Accessory,Impulse Item,Accessory",57.62,Vancouver,British Columbia
2708,3469,68,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1235.15,247.03,5,2023-10-12,Overnight,"Accessory,Accessory",73.8,Saskatoon,Saskatchewan
2709,3469,68,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-03-09,Overnight,Extended Warranty,23.99,Saskatoon,Saskatchewan
2710,3471,23,Female,No,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,2023-12-06,Standard,Extended Warranty,17.79,Ottawa,Ontario
2711,3471,23,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,2024-01-05,Standard,Extended Warranty,23.93,Ottawa,Ontario
2712,3471,23,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2024-08-24,Overnight,,0.0,Ottawa,Ontario
2713,3472,74,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,4639.6,463.96,10,2024-03-04,Overnight,"Extended Warranty,Accessory",48.65,Ottawa,Ontario
2714,3472,74,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,1689.66,844.83,2,2024-08-16,Express,"Impulse Item,Impulse Item",33.81,Ottawa,Ontario
2715,3474,31,Male,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-06-28,Express,Accessory,13.54,Calgary,Alberta
2716,3475,62,Female,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,2024-03-11,Standard,,0.0,Saskatoon,Saskatchewan
2717,3476,30,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2024-01-19,Overnight,,0.0,Winnipeg,Manitoba
2718,3476,30,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-08-23,Express,"Extended Warranty,Accessory,Extended Warranty",64.18,Winnipeg,Manitoba
2719,3476,30,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,2024-09-04,Overnight,Impulse Item,35.02,Winnipeg,Manitoba
2720,3479,63,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,2024-04-09,Express,Impulse Item,35.07,Saskatoon,Saskatchewan
2721,3479,63,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,8448.3,844.83,10,2024-05-07,Overnight,Extended Warranty,13.15,Saskatoon,Saskatchewan
2722,3479,63,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,2319.8,463.96,5,2024-07-17,Overnight,"Impulse Item,Impulse Item",38.78,Saskatoon,Saskatchewan
2723,3481,20,Male,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2024-02-27,Express,Extended Warranty,18.69,Toronto,Ontario
2724,3481,20,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,2024-04-27,Standard,,0.0,Toronto,Ontario
2725,3484,71,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,2023-12-25,Standard,"Impulse Item,Extended Warranty",25.98,Vancouver,British Columbia
2726,3484,71,Male,No,Smartwatch,SKU1003,3,Completed,Cash,2534.49,844.83,3,2023-12-30,Overnight,"Impulse Item,Extended Warranty",33.11,Vancouver,British Columbia
2727,3486,64,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,2534.49,844.83,3,2024-06-05,Express,,0.0,Saskatoon,Saskatchewan
2728,3487,76,Male,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2024-04-30,Overnight,"Impulse Item,Accessory",55.55,Winnipeg,Manitoba
2729,3489,31,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2023-11-28,Standard,"Accessory,Impulse Item",27.7,Winnipeg,Manitoba
2730,3490,29,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,2024-06-20,Express,"Accessory,Impulse Item",60.52,Saskatoon,Saskatchewan
2731,3494,58,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,4747.14,791.19,6,2024-09-07,Standard,Impulse Item,42.72,Calgary,Alberta
2732,3495,67,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,2024-05-19,Standard,"Extended Warranty,Impulse Item,Impulse Item",91.76,Saskatoon,Saskatchewan
2733,3496,51,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2024-02-07,Standard,,0.0,Ottawa,Ontario
2734,3496,51,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,2024-07-10,Standard,"Impulse Item,Accessory",54.86,Ottawa,Ontario
2735,3499,76,Male,No,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2023-10-11,Standard,"Extended Warranty,Extended Warranty",85.24,Montreal,Quebec
2736,3499,76,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2024-01-02,Express,"Extended Warranty,Extended Warranty,Extended Warranty",79.32,Montreal,Quebec
2737,3499,76,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-03-04,Express,Impulse Item,16.55,Montreal,Quebec
2738,3499,76,Male,No,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,2024-08-28,Overnight,,0.0,Montreal,Quebec
2739,3501,61,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,2024-02-07,Standard,,0.0,Regina,Saskatchewan
2740,3502,67,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-09-20,Express,"Impulse Item,Accessory,Extended Warranty",85.17,Calgary,Alberta
2741,3503,47,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,83.0,20.75,4,2023-11-22,Express,"Accessory,Impulse Item",39.99,Vancouver,British Columbia
2742,3503,47,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,2023-12-03,Express,,0.0,Vancouver,British Columbia
2743,3505,57,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-01-14,Overnight,"Extended Warranty,Accessory,Accessory",105.61,Edmonton,Alberta
2744,3505,57,Female,No,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,2024-03-18,Overnight,"Accessory,Accessory",57.01,Edmonton,Alberta
2745,3506,70,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,166.0,20.75,8,2024-02-02,Express,Extended Warranty,42.27,Saskatoon,Saskatchewan
2746,3507,78,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,1582.38,791.19,2,2023-12-08,Overnight,"Extended Warranty,Extended Warranty",54.85,Halifax,Nova Scotia
2747,3509,50,Female,Yes,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2023-12-26,Standard,Impulse Item,6.78,Winnipeg,Manitoba
2748,3509,50,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2024-07-05,Standard,Impulse Item,42.44,Winnipeg,Manitoba
2749,3510,46,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,62.25,20.75,3,2023-10-28,Overnight,,0.0,Ottawa,Ontario
2750,3510,46,Male,No,Smartphone,SKU1004,2,Completed,Paypal,791.19,791.19,1,2023-12-03,Express,"Extended Warranty,Impulse Item",55.01,Ottawa,Ontario
2751,3510,46,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3247.72,463.96,7,2024-02-07,Express,"Extended Warranty,Impulse Item",58.93,Ottawa,Ontario
2752,3510,46,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2024-07-26,Overnight,"Extended Warranty,Impulse Item",42.66,Ottawa,Ontario
2753,3511,49,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,741.09,247.03,3,2023-11-24,Standard,"Extended Warranty,Impulse Item",52.07,Ottawa,Ontario
2754,3512,51,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,2024-03-11,Overnight,,0.0,Calgary,Alberta
2755,3513,74,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-03-23,Standard,"Extended Warranty,Impulse Item",75.07,Montreal,Quebec
2756,3515,67,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-09-19,Standard,"Extended Warranty,Impulse Item,Accessory",97.24,Montreal,Quebec
2757,3516,23,Female,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,2024-05-11,Overnight,Accessory,19.24,Winnipeg,Manitoba
2758,3517,28,Female,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2024-02-01,Overnight,,0.0,Ottawa,Ontario
2759,3517,28,Female,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-05-08,Express,"Accessory,Accessory",88.52,Ottawa,Ontario
2760,3517,28,Female,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2024-06-28,Standard,Accessory,43.69,Ottawa,Ontario
2761,3517,28,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,83.0,20.75,4,2024-07-14,Express,Impulse Item,17.09,Ottawa,Ontario
2762,3518,37,Male,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,2024-03-20,Express,Impulse Item,23.5,Saskatoon,Saskatchewan
2763,3519,37,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-04-21,Express,"Extended Warranty,Extended Warranty,Impulse Item",85.51,Ottawa,Ontario
2764,3519,37,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,2024-06-18,Express,"Accessory,Impulse Item",87.33,Ottawa,Ontario
2765,3520,63,Male,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,2023-10-29,Express,"Impulse Item,Impulse Item",49.19,Calgary,Alberta
2766,3520,63,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,988.12,247.03,4,2024-01-24,Overnight,Extended Warranty,17.88,Calgary,Alberta
2767,3521,66,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,166.0,20.75,8,2023-12-14,Express,Extended Warranty,24.88,Toronto,Ontario
2768,3522,21,Male,No,Tablet,SKU1002,3,Cancelled,Cash,741.09,247.03,3,2024-04-09,Overnight,,0.0,Calgary,Alberta
2769,3523,80,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2023-10-04,Overnight,Extended Warranty,49.53,Vancouver,British Columbia
2770,3524,40,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,4747.14,791.19,6,2024-03-28,Express,,0.0,Edmonton,Alberta
2771,3524,40,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,844.83,844.83,1,2024-08-02,Express,"Extended Warranty,Extended Warranty,Impulse Item",47.03,Edmonton,Alberta
2772,3526,59,Male,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2024-04-09,Standard,Accessory,12.87,Vancouver,British Columbia
2773,3526,59,Male,No,Laptop,SKU1005,3,Cancelled,Cash,1855.84,463.96,4,2024-06-17,Overnight,"Accessory,Accessory,Extended Warranty",37.18,Vancouver,British Columbia
2774,3529,79,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,4639.6,463.96,10,2023-12-19,Standard,"Extended Warranty,Impulse Item",46.5,Halifax,Nova Scotia
2775,3531,28,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2024-03-30,Standard,Extended Warranty,15.59,Calgary,Alberta
2776,3533,58,Female,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2023-12-18,Express,,0.0,Vancouver,British Columbia
2777,3537,26,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,2024-01-29,Express,"Accessory,Accessory",67.36,Regina,Saskatchewan
2778,3538,78,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2024-03-25,Express,,0.0,Winnipeg,Manitoba
2779,3539,72,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,1582.38,791.19,2,2024-02-05,Standard,,0.0,Toronto,Ontario
2780,3540,28,Male,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2023-12-11,Standard,Extended Warranty,42.28,Montreal,Quebec
2781,3540,28,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,4639.6,463.96,10,2024-04-25,Express,,0.0,Montreal,Quebec
2782,3540,28,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-06-11,Express,"Impulse Item,Impulse Item",64.52,Montreal,Quebec
2783,3542,62,Male,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-08-16,Overnight,"Accessory,Accessory,Accessory",78.36,Winnipeg,Manitoba
2784,3543,71,Male,No,Tablet,SKU1002,3,Completed,Paypal,2470.3,247.03,10,2024-01-13,Standard,Impulse Item,47.82,Calgary,Alberta
2785,3543,71,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,2024-07-01,Standard,Accessory,38.94,Calgary,Alberta
2786,3544,78,Female,No,Tablet,SKU1002,3,Cancelled,Cash,494.06,247.03,2,2023-10-21,Standard,"Impulse Item,Extended Warranty",76.38,Regina,Saskatchewan
2787,3544,78,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2023-11-06,Standard,"Accessory,Extended Warranty",86.25,Regina,Saskatchewan
2788,3546,73,Female,No,Tablet,SKU1002,3,Cancelled,Cash,1482.18,247.03,6,2023-12-02,Overnight,"Impulse Item,Extended Warranty",87.42,Regina,Saskatchewan
2789,3547,55,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,2024-01-31,Overnight,Accessory,28.49,Winnipeg,Manitoba
2790,3547,55,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,2024-03-26,Overnight,"Impulse Item,Extended Warranty",60.28,Winnipeg,Manitoba
2791,3549,80,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2023-11-07,Overnight,,0.0,Halifax,Nova Scotia
2792,3549,80,Male,Yes,Tablet,SKU1002,3,Cancelled,Debit Card,494.06,247.03,2,2023-12-01,Overnight,,0.0,Halifax,Nova Scotia
2793,3551,73,Female,No,Tablet,SKU1002,3,Completed,Paypal,1976.24,247.03,8,2023-11-04,Express,"Accessory,Extended Warranty",47.57,Montreal,Quebec
2794,3552,23,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,2023-11-03,Overnight,"Impulse Item,Impulse Item,Extended Warranty",84.91,Halifax,Nova Scotia
2795,3552,23,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2023-12-20,Express,"Extended Warranty,Impulse Item",66.58,Halifax,Nova Scotia
2796,3552,23,Female,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2024-07-02,Standard,"Impulse Item,Impulse Item",35.53,Halifax,Nova Scotia
2797,3553,76,Female,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,2023-10-04,Standard,Accessory,23.51,Saskatoon,Saskatchewan
2798,3557,28,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,145.25,20.75,7,2023-12-17,Standard,"Extended Warranty,Impulse Item,Extended Warranty",43.83,Vancouver,British Columbia
2799,3557,28,Female,No,Tablet,SKU1002,3,Cancelled,Cash,494.06,247.03,2,2024-02-18,Standard,Accessory,23.21,Vancouver,British Columbia
2800,3557,28,Female,No,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,2024-04-09,Overnight,,0.0,Vancouver,British Columbia
2801,3560,45,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,2023-10-07,Express,"Extended Warranty,Accessory",54.73,Calgary,Alberta
2802,3560,45,Female,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,2023-10-17,Standard,Accessory,14.57,Calgary,Alberta
2803,3560,45,Female,Yes,Laptop,SKU1005,3,Completed,Paypal,4639.6,463.96,10,2023-12-18,Overnight,"Extended Warranty,Impulse Item",69.61,Calgary,Alberta
2804,3561,43,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,166.0,20.75,8,2024-03-05,Express,,0.0,Saskatoon,Saskatchewan
2805,3562,63,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2023-10-05,Overnight,"Accessory,Impulse Item,Accessory",98.35,Saskatoon,Saskatchewan
2806,3562,63,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2023-11-28,Overnight,,0.0,Saskatoon,Saskatchewan
2807,3563,50,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2023-10-17,Express,,0.0,Regina,Saskatchewan
2808,3564,19,Male,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,2023-12-23,Overnight,"Accessory,Accessory,Accessory",122.19,Montreal,Quebec
2809,3567,63,Male,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2023-11-30,Express,"Extended Warranty,Extended Warranty",67.59,Vancouver,British Columbia
2810,3567,63,Male,No,Laptop,SKU1005,3,Completed,Cash,2783.76,463.96,6,2024-04-02,Express,,0.0,Vancouver,British Columbia
